name	symbol	drugs	ID	ADME	target	dbsnp	mutype	tag	clinvarID	clinvar_clnsig	primary	SNP rs	Chromosome	Location	Population	PubMed	Context	P-Value	disease	NºDrogas	Nº Variantes	Tipo Gen	
hsa:7099	TLR4	Naloxone	DB01183		True	rs4986790,rs4986791,rs537921979,rs78848399,rs137853920,rs5030718,rs5030722,rs16906079,rs41426344,rs11536889,rs1927914,rs10759931,rs10983755,rs2149356	missense,regulatory,splice	DFP,DM?,DP	6660,6661,100604	Benign,not_provided	None	None	None	None	None	None	None	None	None	1	14	T	
hsa:23643	LY96	Morphine,Methadone	DB00295,DB00333		True		missense	DM			True	None	None	None	None	None	None	None	None	2	1	T	
hsa:5578 hsa:5579 hsa:5580	[PRKCA]	Tamoxifen,Midostaurin	DB00675,DB06595		True	rs1488704782,rs35476409,rs373125854,rs776118914,rs779586057,rs34406842,rs141376042,rs151214307	inframe,gross,noncoding,frameshift,missense,regulatory	DM?,DFP,DM			None	None	None	None	None	None	None	None	None	2	8	T	
hsa:10746 hsa:4214 hsa:4215 hsa:4216	[MAP3K2][MAP3K4]	Bosutinib	DB06616		True	rs4559074	missense,nonsense	DM?			None	144240142	6	161081992	European	28333195	intron_variant	0.00000006	True	1	1	TD	
hsa:116443 hsa:116444 hsa:2902 hsa:2903 hsa:2904 hsa:2905 hsa:2906	[GRIN1][GRIN2A][GRIN2B][GRIN2C][GRIN2D][GRIN3A][GRIN3B][GRIN2D]	Atomoxetine,Pentobarbital,Secobarbital,Pethidine,Gabapentin,Memantine,Orphenadrine,Phenobarbital,Prasterone,Milnacipran,Acetylcysteine,Ketobemidone,Fluciclovine (18F),Felbamate,Halothane,Haloperidol,Tramadol,Methadone,Ethopropazine,Dextromethorphan,Procaine,Ethanol,Amantadine,Chloroprocaine,Ketamine,Glutamic Acid	DB00289,DB00312,DB00418,DB00454,DB00996,DB01043,DB01173,DB01174,DB01708,DB04896,DB06151,DB06738,DB13146,DB00949,DB01159,DB00502,DB00193,DB00333,DB00392,DB00514,DB00721,DB00898,DB00915,DB01161,DB01221,DB00142		True	rs387906635,rs878853143,rs1060500046,rs797044925,rs869312865,rs1451230055,rs1131691870,rs797045047,rs1064797355,rs1131691590,rs796052560,rs886042168,rs886039604,rs387906637,rs397518447,rs397514557,rs397518450,rs796052543,rs397518468,rs397518466,rs397518472,rs761168789,rs886039239,rs397518467,rs1250662891,rs587780353,rs199528312,rs780654733,rs1360906241,rs397518470,rs796052549,rs762659685,rs933322445,rs397518471,rs568484876,rs145063086,rs757351084,rs796052551,rs777684328,rs869312916,rs796052548,rs796052552,rs796052545,rs145956175,rs901717931,rs779989663,rs886043129,rs869312681,rs149698593,rs747838255,rs1085307961,rs796052544,rs796052550,rs796052547,rs397518465,rs397518469,rs1060499526,rs796052578,rs876661102,rs876661022,rs398122823,rs7301328,rs1806201,rs387906636,rs397514556,rs397514555,rs398122825,rs749655702,rs527236034,rs672601376,rs672601377,rs672601378,rs774592932,rs879253931,rs796052571,rs796052570,rs796052572,rs797044930,rs869312868,rs1060499659,rs797044849,rs1057518988,rs1057519004,rs876661055,rs1057518700,rs796052583,rs886041295,rs796052582,rs876661041,rs876661064,rs876661167,rs876661219,rs864309560,rs1064794979,rs201463390,rs869312669,rs1135401799,rs1057518800,rs876661076,rs1019385,rs3764028,rs1057519611,rs1057519612,rs398122824,rs886040861,rs556419599,rs147037319,rs568775285,rs769384942,rs765285939,rs149729514,rs75981117,rs34755188,rs1352477259,rs10666583,rs2240158	inframe,missense,nonsense,frameshift,gross,initiation,synonymous,canonical-splice,noncoding,regulatory	DM,DM?,DFP,DP	29726,29725,235846,487501,487500,403957,487502,208743,224815,487505,487506,487504,487503,430264,487508,209159,435376,425473,429784,205685,281462,265532,29732,29733,39662,39663,205650,88730,88728,88734,264707,88729,129189,205645,411291,88732,205657,205656,88733,205679,205680,205659,224990,205655,205652,205649,285528,488524,98449,224108,205687,427106,205658,464051,205654,372911,422235,88727,88731,29729,205721,234587,234441,430527,129205,98437,29730,39661,39658,39660,143189,162085,162086,162087,489393,391757,245756,205710,208749,224818,397525,208643,374226,374243,234500,374327,279975,234479,234668,234527,234635,234696,234790,218471,245960,421209,280553,224086,431127,373959,234546,268209,29728,29731,39659,267211,	Pathogenic,Pathogenic/Likely_pathogenic,Likely_pathogenic,Uncertain_significance,Likely_benign,Conflicting_interpretations_of_pathogenicity,not_provided,Benign/Likely_benign,	True	10419023	19	48427965	European	28881265	intron_variant	0.0000006	True	26	116	TD	
hsa:1742	DLG4	Guanidine	DB00536		True	rs869312859,rs1048520623	frameshift,missense,nonsense,canonical-splice	DM,DM?	224807	Likely_pathogenic	None	None	None	None	None	None	None	None	None	1	2	T	
hsa:2911 hsa:2915	[GRM5]	Rufinamide	DB06201		True	rs749291725,rs201488974	gross,frameshift,missense	DM,DM?,DP			None	None	None	None	None	None	None	None	None	1	2	T	
hsa:834	CASP1	Minocycline	DB01017		True	rs749954527	missense,gross	DM?			None	None	None	None	None	None	None	None	None	1	1	T	
hsa:151531 hsa:7378	[UPP1][UPP2]	Fluorouracil	DB00544	True	True	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1	0	T	
hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	[PIK3CA][PIK3CB][PIK3CD][PIK3R1][PIK3R2][PIK3R3]	Caffeine,Copanlisib,Isoprenaline	DB00201,DB12483,DB01064		True	rs587776933,rs1057519929,rs121913287,rs1064793732,rs397514565,rs104886003,rs867262025,rs587776932,rs121913288,rs397517202,rs1242945375,rs121913283,rs121913281,rs121913277,rs587777790,rs587777794,rs587777796,rs587777792,rs587777791,rs587777793,rs121913274,rs121913273,rs121913279,rs1064793663,rs863225060,rs1057519942,rs1057519938,rs1057519930,rs121913275,rs1064793349,rs1057519925,rs863225460,rs886042002,rs397517199,rs1057519936,rs1368278109,rs141178472,rs587777795,rs361072,rs397518423,rs28730670,rs587777389,rs587777390,rs754053878,rs1064795762,rs765797019,rs397514046,rs515726150,rs398122385,rs398122384,rs748784250,rs3730089,rs397509384,rs397515453,rs515726151,rs397514047,rs515726149,rs751595991,rs1314898814,rs773686816,rs8192680,rs7713645,rs7709243,rs1550805,rs587777709,rs587776934,rs771756537,rs587777624,rs886041591,rs372272045,rs868011174	inframe,gross,missense,nonsense,nonstop,regulatory,frameshift,canonical-splice,splice	DM,DM?,DFP,DP	376478,376049,419222,39704,13655,376476,39703,376246,45467,217292,39705,376247,156446,156450,156452,156448,156447,156449,13659,31944,13652,419128,217291,376498,376489,376479,217293,418658,376470,218236,280875,45464,376485,179173,450316,246606,,88675,132806,132807,132808,422410,60761,446499,126460,60765,60764,135039,48646,60763,126461,60762,126459,376067,156008,156009,446500,446498,372467,446497,39808,143990,280374,424553	Likely_pathogenic,Pathogenic,Pathogenic/Likely_pathogenic,Uncertain_significance,Benign,,Benign/Likely_benign	None	None	None	None	None	None	None	None	None	3	71	T	
hsa:2326 hsa:2327 hsa:2328 hsa:2329 hsa:2330	[FMO1][FMO3]	Cevimeline,Cimetidine,Tamoxifen,Lorcaserin,Vandetanib,Olanzapine,Clozapine,Almotriptan,Dasatinib,Neratinib	DB00185,DB00501,DB00675,DB04871,DB05294,DB00334,DB00363,DB00918,DB01254,DB11828	True	True	None	None	None	None	None	None	None	None	None	None	None	None	None	None	10	0	T	
hsa:873 hsa:874	[CBR1][CBR3]	Haloperidol,Doxorubicin,Resveratrol,Tetrabenazine	DB00502,DB00997,DB02709,DB04844	True	True	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	0	T	
hsa:54361	WNT4	None	None	None	None	rs121908650,rs121908651,rs121908653,rs41441349,rs201176310,rs374814132	missense,nonsense	DM,DM?	6308,6309,6311	Pathogenic	None	16826658,7521902,2235529,10917151,4654783,55938609,3920498,12037376	1	22159378,22164231,22123994,22096228,22113027,22143958,22166394,22135618,22490474	East Asian|European,European,European, East Asian	20601957,23104006,23472165,28333195,28537267,24676469,28901453	intergenic,intron,5_prime_UTR_variant,intergenic_variant,intron_variant	2e-06,3e-11,3e-09,7e-09,8e-07,6e-06,6e-07,9.000000000000001e-17,1e-12,1.8e-15	True	0	6	D	
hsa:7068	THRB	Liothyronine,Levothyroxine,Amiodarone,Liotrix	DB00279,DB00451,DB01118,DB01583		True	rs387906515,rs28933408,rs3752874,rs1467756575,rs758677446,rs776036533,rs121918687,rs121918695,rs121918690,rs28999969,rs121918688,rs28999970,rs121918686,rs28999971,rs121918698,rs121918691,rs121918694,rs121918692,rs121918701,rs121918693,rs121918696,rs121918697,rs121918699,rs367757240,rs121918703,rs121918700,rs1354053223,rs121918702,rs121918707,rs121918704,rs121918705,rs121918706,rs121918708,rs121918709,rs2596623	missense,frameshift,inframe,gross,synonymous,nonsense,regulatory	DM,DM?,DP,DFP	492922,12539,492925,492924,492920,198422,492914,439313,429021,12537,12555,12542,12543,12536,12545,12535,12546,12559,12547,12550,12554,12544,12552,12551,12548,12553,12557,12558,12540,12562,492918,492921,12563,439310,492926,12541,439307,12561,12567,492912,492915,439309,12564,12565,12566,12568,492916,12569	Pathogenic,Uncertain_significance,Benign,Likely_pathogenic,Pathogenic/Likely_pathogenic,Conflicting_interpretations_of_pathogenicity	None	None	None	None	None	None	None	None	None	4	35	T	
hsa:7067	THRA	Liothyronine,Levothyroxine,Amiodarone,Liotrix	DB00279,DB00451,DB01118,DB01583		True	rs118191745,rs876657394,rs876657395,rs876657396	frameshift,nonsense,missense	DM,DP	192271,192272,192273	Pathogenic	None	None	None	None	None	None	None	None	None	4	4	T	
hsa:5743	PTGS2	Etanercept,Desmopressin,Aldesleukin,Dihomo-gamma-linolenic acid,Icosapent,Aminosalicylic Acid,Mesalazine,Acetaminophen,Indomethacin,Sapropterin,Nabumetone,Ketorolac,Tenoxicam,Lenalidomide,Celecoxib,Tolmetin,Cisplatin,Rofecoxib,Piroxicam,Fenoprofen,Valdecoxib,Diclofenac,Sulindac,Triamcinolone,Flurbiprofen,Clodronic Acid,Etodolac,Etoposide,Mefenamic acid,Naproxen,Sulfasalazine,Phenylbutazone,Meloxicam,Carprofen,Diflunisal,Suprofen,Risedronate,Bumetanide,Salicylic acid,Meclofenamic acid,Acetylsalicylic acid,Bromfenac,Oxaprozin,Ketoprofen,Balsalazide,Thalidomide,Ibuprofen,Lumiracoxib,Drospirenone,Magnesium salicylate,Salsalate,Choline magnesium trisalicylate,Ginseng,Antrafenine,Antipyrine,Tiaprofenic acid,Etoricoxib,Resveratrol,Niflumic Acid,Nimesulide,Lornoxicam,Aceclofenac,Capsaicin,Nepafenac,Parecoxib,Tafluprost,Pomalidomide,Cannabidiol,Loxoprofen,Dexibuprofen,Dexketoprofen,Tolfenamic Acid,Morniflumate,Propacetamol,Talniflumate,Trolamine salicylate,Omega-3 fatty acids,Alclofenac,Acemetacin	DB00005,DB00035,DB00041,DB00154,DB00159,DB00233,DB00244,DB00316,DB00328,DB00360,DB00461,DB00465,DB00469,DB00480,DB00482,DB00500,DB00515,DB00533,DB00554,DB00573,DB00580,DB00586,DB00605,DB00620,DB00712,DB00720,DB00749,DB00773,DB00784,DB00788,DB00795,DB00812,DB00814,DB00821,DB00861,DB00870,DB00884,DB00887,DB00936,DB00939,DB00945,DB00963,DB00991,DB01009,DB01014,DB01041,DB01050,DB01283,DB01395,DB01397,DB01399,DB01401,DB01404,DB01419,DB01435,DB01600,DB01628,DB02709,DB04552,DB04743,DB06725,DB06736,DB06774,DB06802,DB08439,DB08819,DB08910,DB09061,DB09212,DB09213,DB09214,DB09216,DB09285,DB09288,DB09295,DB11079,DB11133,DB13167,DB13783	True	True	rs5273,rs3218625,rs20417,rs4648298,rs5275,rs689466,rs2066826	missense,regulatory,splice	DFP,DP			True	None	None	None	None	None	None	None	None	79	7	T	
hsa:4772 hsa:4773 hsa:4775 hsa:4776	[NFATC1]	Pseudoephedrine	DB00852		True	rs148104245,rs113736099,rs143045693,rs62096875,rs754093,rs1390597692,rs576505795,rs1439674164,rs367652299	gross,missense,nonsense,regulatory	DM?,DM,DP			None	None	None	None	None	None	None	None	None	1	9	T	
hsa:5286 hsa:5287 hsa:5288 hsa:5295 hsa:5296 hsa:8503	[PIK3R1][PIK3R2][PIK3R3]	Isoprenaline	DB01064		True	rs397514046,rs515726150,rs398122385,rs398122384,rs748784250,rs3730089,rs397509384,rs397515453,rs515726151,rs397514047,rs515726149,rs751595991,rs1314898814,rs773686816,rs8192680,rs7713645,rs7709243,rs1550805,rs587777709,rs587776934,rs771756537,rs587777624,rs886041591,rs372272045,rs868011174	inframe,frameshift,missense,nonsense,splice,canonical-splice,gross	DM,DFP,DM?,DP	60761,446499,126460,60765,60764,135039,48646,60763,126461,60762,126459,376067,156008,156009,446500,446498,372467,446497,39808,143990,280374,424553,	Pathogenic,Benign/Likely_benign,Likely_pathogenic,Pathogenic/Likely_pathogenic,	None	None	None	None	None	None	None	None	None	1	25	T	
hsa:119391 hsa:221357 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	[GSTA1][GSTA2][GSTA3][GSTA4][GSTA5][GSTM1][GSTM2][GSTM3][GSTM4][GSTM5][GSTO1][GSTO2][GSTP1][GSTT1][MGST1][MGST2][MGST3]	Glutathione,Chloroquine,Clofibrate,Etacrynic acid,Cisplatin,Acetaminophen,Clozapine,Etoposide,Sulfamethoxazole,Clomipramine,Deoxycholic Acid,Glycerin	DB00143,DB00608,DB00636,DB00903,DB00515,DB00316,DB00363,DB00773,DB01015,DB01242,DB03619,DB09462	True,	True	rs2180314,rs412543,rs36120609,rs7483,rs15864,rs4925,rs156697,rs1695,rs1138272,,rs199834809,rs943693436	missense,gross,regulatory,noncoding,nonsense	DP,DFP,DM?,DM	,37340	,drug_response	True	None	None	None	None	None	None	None	None	12	12	T	
hsa:246	ALOX15	Resveratrol,Cannabidiol	DB02709,DB09061	True	True	rs34210653,rs113604586,rs2255888	missense,regulatory	DFP,DM?			None	None	None	None	None	None	None	None	None	2	3	T	
hsa:1066 hsa:8824	[CES1][CES2]	Oseltamivir,Indomethacin,Pethidine,L-Carnitine,Dextropropoxyphene,Tamoxifen,Mycophenolate mofetil,Clopidogrel,Irinotecan,Cocaine,Benzocaine,Naloxone,Ciclesonide,Heroin,Cholic Acid,Cyclandelate,Rufinamide,Dabigatran etexilate,Selexipag,Prasugrel	DB00198,DB00328,DB00454,DB00583,DB00647,DB00675,DB00688,DB00758,DB00762,DB00907,DB01086,DB01183,DB01410,DB01452,DB02659,DB04838,DB06201,DB06695,DB11362,DB06209	True	True	rs778068631,rs71647871	frameshift,gross,missense	DM,DP,DFP	226014	drug_response	None	None	None	None	None	None	None	None	None	20	2	T	
hsa:22801 hsa:3655 hsa:3672 hsa:3673 hsa:3674 hsa:3675 hsa:3676 hsa:3678 hsa:3679 hsa:3680 hsa:3685 hsa:8515 hsa:8516&hsa:3688 hsa:3690 hsa:3691 hsa:3693 hsa:3694 hsa:3695 hsa:3696&hsa:5747	[ITGA5][ITGB3]	Resveratrol	DB02709		True	rs867921931,rs1442321434,rs747621401,rs780043425,rs753932639,rs1435104438,rs76562369,rs1393664515,rs780384800,rs1399789771,rs758289890,rs746626039,rs780710721,rs1386425657,rs747116356,rs781062792,rs747534508,rs74708909,rs79208797,rs767548512,rs36080296,rs147782061,rs398122372,rs770992614,rs566673492,rs1424237752,rs1228960294,rs77963874,rs79560904,rs79775494,rs74554539,rs80115510,rs70940817,rs398122374,rs1199275720,rs1181336139,rs281864909,rs1156382155,rs201806801,rs139166528,rs1049301396,rs958609406,rs368325996,rs141912699,rs199866795,rs1038392991,rs756689153,rs1022839092,rs756088530,rs902952044,rs1397448267,rs777748046,rs74458693,rs1377491769,rs1395325049,rs5918,rs121918445,rs121918444,rs121918446,rs121918447,rs121918448,rs377162158,rs151219882,rs1399113954,rs121918449,rs121918452,rs121918450,rs143146734,rs13306476,rs144884023,rs121918451,rs75427428,rs745766760,rs764779088,rs398122373,rs75354240	nonsense,frameshift,inframe,noncoding,gross,missense,synonymous,canonical-splice,splice	DM?,DM,DP,DFP	,50227,13569,13568,225395,50229,446505,13558,13554,13553,13555,13556,13559,13562,13567,13564,13565,50228	,Pathogenic,Uncertain_significance,association,Conflicting_interpretations_of_pathogenicity,_risk_factor	None	None	None	None	None	None	None	None	None	1	76	T	
hsa:10319 hsa:1101 hsa:1277 hsa:1278 hsa:1280 hsa:1282 hsa:1284 hsa:1285 hsa:1286 hsa:1287 hsa:1288 hsa:1291 hsa:1292 hsa:1293 hsa:1297 hsa:1298 hsa:1299 hsa:1311 hsa:131873 hsa:22798 hsa:2335 hsa:256076 hsa:284217 hsa:3371 hsa:3381 hsa:3908 hsa:3909 hsa:3910 hsa:3911 hsa:3912 hsa:3913 hsa:3914 hsa:3915 hsa:3918 hsa:5649 hsa:63923 hsa:6696 hsa:7057 hsa:7058 hsa:7059 hsa:7060 hsa:7143 hsa:7148 hsa:7448 hsa:7450	[FN1][VTN][FN1][LAMC3]	Zinc,Ocriplasmin	DB01593,DB08888		True	rs797044906,rs869025199,rs137854487,rs137854486,rs137854488,rs757469872,rs767986025,rs774794772,rs869025198,rs200304359,rs200561534,rs960098000,rs1363196309,rs704,rs761516738,rs775851709,rs1359494957,rs387906887,rs571785750,rs201793200,rs746299403,rs371815223,rs753453940,rs757713157,rs137894550,rs201519274,rs1379891206	missense,frameshift,inframe,gross,canonical-splice,nonsense,synonymous	DM,DM?,DP	208716,192246,424648,16324,16323,16325,192244,192245,424643,424644,424645,424647,424646,,30418,211363	Pathogenic,Likely_pathogenic,Pathogenic/Likely_pathogenic,,Uncertain_significance	None	1250258,1250248,138913144	2,9	215435462,216286843,131022553	European, East Asian	28333195,24676476	intron_variant,intron	3e-08,8e-08,6e-07,1e-06	True	2	27	TD	
hsa:1956 hsa:2064 hsa:2321 hsa:2324 hsa:3480 hsa:3791 hsa:4233 hsa:5156 hsa:5159	[EGFR][ERBB2][FLT1][FLT4][IGF1R][KDR][MET][PDGFRA][PDGFRB][IGF1R][KDR]	Trastuzumab,Lidocaine,Gefitinib,Erlotinib,Lapatinib,Vandetanib,Afatinib,Osimertinib,Neratinib,Trastuzumab emtansine,Sorafenib,Sunitinib,Pazopanib,Axitinib,Regorafenib,Lenvatinib,Nintedanib,Insulin Human,Insulin Lispro,Insulin Glargine,Insulin Pork,Midostaurin,Cabozantinib,Ponatinib,Crizotinib,Imatinib,Dasatinib,Mecasermin,Somatrem,Brigatinib,Ramucirumab	DB00072,DB00281,DB00317,DB00530,DB01259,DB05294,DB08916,DB09330,DB11828,DB05773,DB00398,DB01268,DB06589,DB06626,DB08896,DB09078,DB09079,DB00030,DB00046,DB00047,DB00071,DB06595,DB08875,DB08901,DB08865,DB00619,DB01254,DB01277,DB09098,DB12267,DB05578		True	rs1271819892,rs121434569,rs1050171,rs148934350,rs146795390,rs754426793,rs1140476,rs371228501,rs483352806,rs201061916,rs606231253,rs886037891,rs143884981,rs559717059,rs144943614,rs762336338,rs150036236,rs2227983,rs712829,rs884225,rs1136201,rs1058808,rs1196929947,rs747888253,rs142456637,rs763276772,rs763371007,rs3138582,rs141440705,rs374468544,rs74412485,rs587776833,rs267606818,rs121909650,rs121909651,rs121909653,rs1451816005,rs121909656,rs121909655,rs121909654,rs144045237,rs121909657,rs201431522,rs202140363,rs760182219,rs55667289,rs146806202,rs34255532,rs113995355,rs121909652,rs1322503729,rs746570875,rs766700950,rs121912428,rs121912426,rs121912427,rs121912429,rs33958176,rs3743262,rs1413077368,rs1253103806,rs767278224,rs56248469,rs148662051,rs45611935,rs187980012,rs45553041,rs45451896,rs773205989,rs1238271705,rs1131691583,rs150221450,rs45512296,rs149470389,rs1165403164,rs28674628,rs1870377,rs2305948,rs34231037,rs34038364,rs56302315,rs753716162,rs766459956,rs760248367,rs35636987,rs750983015,rs2071559,rs768678989,rs771333219,rs761808213,rs34589476,rs180985111,rs753697730,rs56391007,rs794728016,rs1489302008,rs776693512,rs377336878,rs1235755029,rs771146873,rs200016433,rs45578433,rs45446492,rs121913668,rs121913669,rs121913670,rs121913671,rs121913246,rs121913243,rs786202724,rs121913245,rs121913244,rs1858830,rs121908588,rs121908589,rs140943817,rs121908586,rs574683248,rs779173667,rs1215904714,rs181854060,rs397514550,rs878854825,rs375047532,rs201874958,rs368648130,rs140436230,rs552950826,rs55947416,rs397509381,rs397509382,rs367543286,rs144050370,rs863224946,rs368602685,rs138008832,rs1060499542,rs763239423,rs768472954,rs142621427,rs797044887,rs748119964	frameshift,gross,missense,synonymous,nonsense,regulatory,inframe,noncoding,canonical-splice,initiation	DM,DP,DM?,DFP	16613,45271,45282,376212,45276,126515,157499,254143,134021,360449,360482,13873,134082,134071,,16268,16259,16260,16261,16263,16267,16266,16265,16269,263032,263053,16264,16262,431965,14792,14790,14791,14793,14794,193818,446754,446755,284570,284292,446756,429770,195570,446757,134603,134616,12318,134606,134611,411918,411912,411910,41623,134649,41624,183686,485743,411899,134651,452678,13881,13882,13883,13884,13885,13887,186141,376126,376068,13551,13552,135018,13546,39617,39618,240318,240305,407415,240366,259954,39588,39589,55848,55849,217122,135650,495300,375682,375237,208692	drug_response,Benign/Likely_benign,Likely_benign,Likely_pathogenic,Uncertain_significance,Pathogenic,Benign,not_provided,,Conflicting_interpretations_of_pathogenicity,protective,_protective,_risk_factor,Pathogenic/Likely_pathogenic	None	4966038,1903068	15,4	98903403,55142310	East Asian,European, East Asian	27506219,28537267	intron,intergenic_variant	0.000000002,1.0000000000000001e-11,2.0000000000000002e-11	True	31	142	TD	
hsa:4914	NTRK1	Amitriptyline,Imatinib,Regorafenib	DB00321,DB00619,DB08896		True	rs1485714154,rs398122810,rs1365964228,rs778670571,rs80356675,rs80356676,rs774533432,rs768373757,rs763758904,rs764992664,rs80356677,rs121964868,rs1199981972,rs121964869,rs879253889,rs759637817,rs1455058410,rs756981419,rs763122825,rs759190964,rs1008878777,rs764816792,rs144901788,rs754452975,rs779155543,rs750477154,rs944740609,rs761967383,rs1324983370,rs606231467,rs1434897221,rs879253890,rs786205449,rs1181350293,rs1064793219,rs150651692,rs780724170,rs141592864,rs121964866,rs80356673,rs543320028,rs747711259,rs121964870,rs6336,rs6339,rs369353892,rs770727871,rs35669708,rs80356674,rs569227032,rs370828525,rs914061514	frameshift,inframe,gross,noncoding,missense,nonsense,splice,canonical-splice	DM,DM?	29920,21305,21306,21307,12310,12311,245651,418887,194476,161443,245653,190988,418391,12302,38360,12312,37077,12308,12303,21308	Pathogenic,Uncertain_significance,Likely_pathogenic,Conflicting_interpretations_of_pathogenicity	True	None	None	None	None	None	None	None	None	3	52	T	
hsa:51422 hsa:53632 hsa:5562 hsa:5563 hsa:5564 hsa:5565 hsa:5571	[PRKAA1]	Phenformin,Acetylsalicylic acid	DB00914,DB00945		True		missense	DM			None	None	None	None	None	None	None	None	None	2	1	T	
hsa:148	ADRA1A	Amphetamine,Midodrine,Citalopram,Ziprasidone,Cabergoline,Dapiprazole,Amitriptyline,Olanzapine,Alfuzosin,Clozapine,Norepinephrine,Mirtazapine,Phenylephrine,Loxapine,Promazine,Dipivefrin,Droperidol,Prazosin,Imipramine,Chlorpromazine,Nortriptyline,Amoxapine,Lamotrigine,Clonidine,Doxazosin,Labetalol,Metaraminol,Nicardipine,Trazodone,Verapamil,Epinephrine,Thioridazine,Phentolamine,Ergotamine,Nicergoline,Tamsulosin,Methoxamine,Trimipramine,Risperidone,Epinastine,Propiomazine,Tolazoline,Fenoldopam,Trifluoperazine,Pseudoephedrine,Benzphetamine,Flupentixol,Quinidine,Phenoxybenzamine,Maprotiline,Oxymetazoline,Apraclonidine,Ergoloid mesylate,Promethazine,Carvedilol,Doxepin,Nefazodone,Desipramine,Terazosin,Escitalopram,Pergolide,Bromocriptine,Quetiapine,Aripiprazole,Ergonovine,Paliperidone,Bevantolol,Ephedrine,Mephentermine,Methotrimeprazine,Dextroamphetamine,Phendimetrazine,Acepromazine,Thioproperazine,Zuclopenthixol,Dronedarone,Iloperidone,Sertindole,Mianserin,Silodosin,Asenapine,Droxidopa,Xylometazoline,Isometheptene,Naphazoline,Tetryzoline,Perospirone,Dosulepin,Lorpiprazole,Pipamperone,Racepinephrine	DB00182,DB00211,DB00215,DB00246,DB00248,DB00298,DB00321,DB00334,DB00346,DB00363,DB00368,DB00370,DB00388,DB00408,DB00420,DB00449,DB00450,DB00457,DB00458,DB00477,DB00540,DB00543,DB00555,DB00575,DB00590,DB00598,DB00610,DB00622,DB00656,DB00661,DB00668,DB00679,DB00692,DB00696,DB00699,DB00706,DB00723,DB00726,DB00734,DB00751,DB00777,DB00797,DB00800,DB00831,DB00852,DB00865,DB00875,DB00908,DB00925,DB00934,DB00935,DB00964,DB01049,DB01069,DB01136,DB01142,DB01149,DB01151,DB01162,DB01175,DB01186,DB01200,DB01224,DB01238,DB01253,DB01267,DB01295,DB01364,DB01365,DB01403,DB01576,DB01579,DB01614,DB01622,DB01624,DB04855,DB04946,DB06144,DB06148,DB06207,DB06216,DB06262,DB06694,DB06706,DB06711,DB06764,DB08922,DB09167,DB09195,DB09286,DB11124		True	rs2229125,rs1048101,rs17333700	missense,regulatory	DFP,DP			True	None	None	None	None	None	None	None	None	91	3	T	
